Date,Package,Title
4/28/22,haplo.ccs,Estimate Haplotype Relative Risks in Case-Control Data
4/28/22,ipmr,Integral Projection Models
4/28/22,likelihood,Methods for Maximum Likelihood Estimation
4/28/22,njtr1,"Download, Analyze & Clean New Jersey Car Crash Data"
4/28/22,odin,ODE Generation and Integration
4/28/22,pbmcapply,Tracking the Progress of Mc*pply with Progress Bar
4/28/22,RandomForestsGLS,Random Forests for Dependent Data
4/28/22,referenceIntervals,Reference Intervals
4/28/22,sitree,Single Tree Simulator
4/28/22,stagedtrees,Staged Event Trees
4/28/22,SvyNom,Nomograms for Right-Censored Outcomes from Survey Designs
4/28/22,tongfen,Make Data Based on Different Geographies Comparable
4/27/22,activity,Animal Activity Statistics
4/27/22,akima,Interpolation of Irregularly and Regularly Spaced Data
4/27/22,ascentTraining,Ascent Training Datasets
4/27/22,CircularSilhouette,Fast Silhouette on Circular or Linear Data Clusters
4/27/22,CleanBSequences,Curing of Biological Sequences
4/27/22,convey,Income Concentration Analysis with Complex Survey Samples
4/27/22,DendSer,Dendrogram Seriation: Ordering for Visualisation
4/27/22,ecotraj,Ecological Trajectory Analysis
4/27/22,ei.Datasets,Real Datasets for Assessing Ecological Inference Algorithms
4/27/22,forplo,Flexible Forest Plots
4/27/22,genio,Genetics Input/Output Functions
4/27/22,ggtrendline,Add Trendline and Confidence Interval to 'ggplot'
4/27/22,GWASinspector,Comprehensive and Easy to Use Quality Control of GWAS Results
4/27/22,ihclust,Iterative Hierarchical Clustering (IHC)
4/27/22,IRISMustangMetrics,Statistics and Metrics for Seismic Data
4/27/22,lfc,Log Fold Change Distribution Tools for Working with Ratios of Counts
4/27/22,LilRhino,"For Implementation of Feed Reduction, Learning Examples, NLP and Code Management"
4/27/22,LqG,Robust Group Variable Screening Based on Maximum Lq-Likelihood Estimation
4/27/22,maic,Matching-Adjusted Indirect Comparison
4/27/22,muHVT,Constructing Hierarchical Voronoi Tessellations and Overlay Heatmap for Data Analysis
4/27/22,MullerPlot,Generates Muller Plot from Population/Abundance/Frequency Dynamics Data
4/27/22,oottest,Out-of-Treatment Testing
4/27/22,optional,Optional Types and Pattern Matching
4/27/22,pmparser,Create and Maintain a Relational Database of Data from PubMed/MEDLINE
4/27/22,SAScii,Import ASCII Files Directly into R using Only a 'SAS' Input Script
4/27/22,scidesignR,Data Sets from Design and Analysis of Experiments and Observational Studies using R
4/27/22,SimEngine,A Modular Framework for Statistical Simulations in R
4/27/22,SLBDD,Statistical Learning for Big Dependent Data
4/27/22,smoothmest,Smoothed M-Estimators for 1-Dimensional Location
4/27/22,svydiags,Linear Regression Model Diagnostics for Survey Data
4/27/22,twn,Taxa Waterbeheer Nederland voor R
4/26/22,BED,Biological Entity Dictionary (BED)
4/26/22,circular,Circular Statistics
4/26/22,compareC,Compare Two Correlated C Indices with Right-Censored Survival Outcome
4/26/22,cplm,Compound Poisson Linear Models
4/26/22,dmbc,Model Based Clustering of Binary Dissimilarity Measurements
4/26/22,doFuture,A Universal Foreach Parallel Adapter using the Future API of the 'future' Package
4/26/22,elec,Collection of Functions for Statistical Election Audits
4/26/22,eventglm,Regression Models for Event History Outcomes
4/26/22,exactRankTests,Exact Distributions for Rank and Permutation Tests
4/26/22,FactoInvestigate,Automatic Description of Factorial Analysis
4/26/22,fsMTS,Feature Selection for Multivariate Time Series
4/26/22,gmapsdistance,Distance and Travel Time Between Two Points from Google Maps
4/26/22,hextri,Hexbin Plots with Triangles
4/26/22,HSAUR,A Handbook of Statistical Analyses Using R (1st Edition)
4/26/22,HSAUR2,A Handbook of Statistical Analyses Using R (2nd Edition)
4/26/22,HSAUR3,A Handbook of Statistical Analyses Using R (3rd Edition)
4/26/22,iq,Protein Quantification in Mass Spectrometry-Based Proteomics
4/26/22,Lahman,Sean 'Lahman' Baseball Database
4/26/22,logicDT,Identifying Interactions Between Binary Predictors
4/26/22,mboost,Model-Based Boosting
4/26/22,mlearning,Machine Learning Algorithms with Unified Interface and Confusion Matrices
4/26/22,mortAAR,Analysis of Archaeological Mortality Data
4/26/22,mwa,Causal Inference in Spatiotemporal Event Data
4/26/22,nvmix,Multivariate Normal Variance Mixtures
4/26/22,pyinit,Pena-Yohai Initial Estimator for Robust S-Regression
4/26/22,R2PPT,Simple R Interface to Microsoft PowerPoint using RDCOMClient
4/26/22,sensobol,Computation of Variance-Based Sensitivity Indices
4/26/22,spikeslab,Prediction and Variable Selection Using Spike and Slab Regression
4/26/22,stoichcalc,R Functions for Solving Stoichiometric Equations
4/26/22,TH.data,TH's Data Archive
4/26/22,TripleR,Social Relation Model (SRM) Analyses for Single or Multiple Groups
4/26/22,vec2dtransf,2D Cartesian Coordinate Transformation
4/25/22,abn,Modelling Multivariate Data with Additive Bayesian Networks
4/25/22,alabama,Constrained Nonlinear Optimization
4/25/22,AssetAllocation,Backtesting Simple Asset Allocation Strategies
4/25/22,CondCopulas,Estimation and Inference for Conditional Copula Models
4/25/22,documenter,Documents Files
4/25/22,ElliptCopulas,Inference of Elliptical Distributions and Copulas
4/25/22,EvCombR,Evidence Combination in R
4/25/22,ggimage,Use Image in 'ggplot2'
4/25/22,gplots,Various R Programming Tools for Plotting Data
4/25/22,httpRequest,Basic HTTP Request
4/25/22,jtools,Analysis and Presentation of Social Scientific Data
4/25/22,lcopula,Liouville Copulas
4/25/22,logspline,Routines for Logspline Density Estimation
4/25/22,MetaculR,Analyze Metaculus Predictions and Questions
4/25/22,metaggR,Calculate the Knowledge-Weighted Estimate
4/25/22,mev,Modelling of Extreme Values
4/25/22,mewAvg,A Fixed Memeory Moving Expanding Window Average
4/25/22,MMDCopula,Robust Estimation of Copulas by Maximum Mean Discrepancy
4/25/22,paramhetero,Numeric and Visual Comparisons of Heterogeneity in Parametric Models
4/25/22,poLCA,Polytomous Variable Latent Class Analysis
4/25/22,polspline,Polynomial Spline Routines
4/25/22,PUPMCR,Color Identification of Fungi Based on Rayner (1970) and Known Fungal Pigment Association
4/25/22,qoi,Read and Write QOI Images
4/25/22,rsdepth,Ray Shooting Depth (i.e. RS Depth) Functions for Bivariate Analysis
4/25/22,Rwtss,Client for Web Time-Series Service
4/25/22,SPECIES,Statistical Package for Species Richness Estimation
4/25/22,TESS,Diversification Rate Estimation and Fast Simulation of Reconstructed Phylogenetic Trees under Tree-Wide Time-Heterogeneous Birth-Death Processes Including Mass-Extinction Events
4/25/22,TextForecast,Regression Analysis and Forecasting Using Textual Data from a Time-Varying Dictionary
4/24/22,cellVolumeDist,Functions to Fit Cell Volume Distributions and Thereby Estimate Cell Growth Rates and Division Times
4/24/22,CheckDigit,Calculate and Verify Check Digits
4/24/22,dfadjust,Degrees of Freedom Adjustment for Robust Standard Errors
4/24/22,forsearch,Outlier Diagnostics for Some Linear Effects and Linear Mixed Effects Models
4/24/22,FusionLearn,Fusion Learning
4/24/22,gamlss,Generalised Additive Models for Location Scale and Shape
4/24/22,LDheatmap,Graphical Display of Pairwise Linkage Disequilibria Between SNPs
4/24/22,LMest,Generalized Latent Markov Models
4/24/22,memapp,The Moving Epidemic Method Web Application
4/24/22,mlapi,Abstract Classes for Building 'scikit-learn' Like API
4/24/22,msae,Multivariate Fay Herriot Models for Small Area Estimation
4/24/22,prefeR,R Package for Pairwise Preference Elicitation
4/24/22,qmrparser,Parser Combinator in R
4/24/22,refinr,Cluster and Merge Similar Values Within a Character Vector
4/24/22,reghelper,Helper Functions for Regression Analysis
4/24/22,RSpectra,Solvers for Large-Scale Eigenvalue and SVD Problems
4/24/22,Sequential,Exact Sequential Analysis for Poisson and Binomial Data
4/24/22,ShiftShareSE,Inference in Regressions with Shift-Share Structure
4/24/22,SIMMS,Subnetwork Integration for Multi-Modal Signatures
4/23/22,drtmle,Doubly-Robust Nonparametric Estimation and Inference
4/23/22,obsSens,Sensitivity Analysis for Observational Studies
4/23/22,penalized,L1 (Lasso and Fused Lasso) and L2 (Ridge) Penalized Estimation in GLMs and in the Cox Model
4/23/22,PropScrRand,Propensity Score Methods for Assigning Treatment in Randomized Trials
4/23/22,RcmdrPlugin.DoE,R Commander Plugin for (Industrial) Design of Experiments
4/23/22,Rivivc,"In Vitro in Vivo Correlation Linear Level ""A"""
4/23/22,survIDINRI,IDI and NRI for Comparing Competing Risk Prediction Models with Censored Survival Data
4/23/22,WebAnalytics,Web Server Log Analysis
4/23/22,WienR,"Derivatives of the First-Passage Time Density and Cumulative Distribution Function, and Random Sampling from the (Truncated) First-Passage Time Distribution"
4/22/22,ATAforecasting,Automatic Time Series Analysis and Forecasting using the Ata Method
4/22/22,BiplotML,Biplots Estimation with Algorithms ML
4/22/22,BMA,Bayesian Model Averaging
4/22/22,coalescentMCMC,MCMC Algorithms for the Coalescent
4/22/22,CryptRndTest,Statistical Tests for Cryptographic Randomness
4/22/22,diagmeta,Meta-Analysis of Diagnostic Accuracy Studies with Several Cutpoints
4/22/22,distrTeach,Extensions of Package 'distr' for Teaching Stochastics/Statistics in Secondary School
4/22/22,eHOF,Extended HOF (Huisman-Olff-Fresco) Models
4/22/22,gellipsoid,Generalized Ellipsoids
4/22/22,inters,Flexible Tools for Estimating Interactions
4/22/22,IPWboxplot,Adapted Boxplot to Missing Observations
4/22/22,isdals,Provides Datasets for Introduction to Statistical Data Analysis for the Life Sciences
4/22/22,ISR,The Iterated Score Regression-Based Estimation Algorithm
4/22/22,MNB,Diagnostic Tools for a Multivariate Negative Binomial Model
4/22/22,movMF,Mixtures of von Mises-Fisher Distributions
4/22/22,nlmixr2data,"Nonlinear Mixed Effects Models in Population PK/PD, Data"
4/22/22,portfolioBacktest,Automated Backtesting of Portfolios over Multiple Datasets
4/22/22,PreciseSums,Accurate Floating Point Sums and Products
4/22/22,rms,Regression Modeling Strategies
4/22/22,RobinHood,Interface for the RobinHood.com No Commission Investing Platform
4/22/22,sdcHierarchies,Create and (Interactively) Modify Nested Hierarchies
4/22/22,sealasso,Standard Error Adjusted Adaptive Lasso
4/22/22,shadowtext,Shadow Text Grob and Layer
4/22/22,taxize,Taxonomic Information from Around the Web
4/22/22,thaipdf,R Markdown to PDF in Thai Language
4/22/22,time.slots,Display Data in a Weekly Calendar View
4/22/22,VisitorCounts,Modeling and Forecasting Visitor Counts Using Social Media
4/22/22,WGCNA,Weighted Correlation Network Analysis
4/22/22,xRing,Identify and Measure Tree Rings on X-Ray Micro-Density Profiles
4/21/22,assertive.properties,Assertions to Check Properties of Variables
4/21/22,bayesnec,A Bayesian No-Effect- Concentration (NEC) Algorithm
4/21/22,BrainCon,Inference the Partial Correlations Based on Time Series Data
4/21/22,CCP,Significance Tests for Canonical Correlation Analysis (CCA)
4/21/22,checkmate,Fast and Versatile Argument Checks
4/21/22,deBInfer,Bayesian Inference for Differential Equations
4/21/22,EmiR,Evolutionary Minimizer for R
4/21/22,ggrasp,Gaussian-Based Genome Representative Selector with Prioritization
4/21/22,mvnpermute,Generate New Multivariate Normal Samples from Permutations
4/21/22,polyaAeppli,Implementation of the Polya-Aeppli Distribution
4/21/22,profoc,Probabilistic Forecast Combination Using CRPS Learning
4/21/22,psy,Various Procedures Used in Psychometrics
4/21/22,saeME,Small Area Estimation with Measurement Error
4/21/22,shinyvalidate,Input Validation for Shiny Apps
4/21/22,sig,Print Function Signatures
4/21/22,swfscMisc,Miscellaneous Functions for Southwest Fisheries Science Center
4/21/22,vcdExtra,'vcd' Extensions and Additions
4/20/22,bibliometrixData,Bibliometrix Example Datasets
4/20/22,bnmonitor,An Implementation of Sensitivity Analysis in Bayesian Networks
4/20/22,bspec,Bayesian Spectral Inference
4/20/22,comtradr,Interface with the United Nations Comtrade API
4/20/22,ConcordanceTest,An Alternative to the Kruskal-Wallis Based on the Kendall Tau Distance
4/20/22,contFracR,Continued Fraction Generators and Evaluators
4/20/22,criticality,Modeling Fissile Material Operations in Nuclear Facilities
4/20/22,ftExtra,Extensions for 'Flextable'
4/20/22,HCT,Calculates Significance Criteria and Power for a Single Arm Trial
4/20/22,hdImpute,A Batch Process for High Dimensional Imputation
4/20/22,MFSIS,Moder-Free Sure Independent Screening Procedures
4/20/22,MLFS,Machine Learning Forest Simulator
4/20/22,multilateral,Generalised Function to Calculate a Variety of Multilateral Price Index Methods
4/20/22,naturaList,Classify Occurrences by Confidence Levels in the Species ID
4/20/22,paletteknife,Create Colour Scales and Legend from Continuous or Categorical Vectors
4/20/22,Rchoice,"Discrete Choice (Binary, Poisson and Ordered) Models with Random Parameters"
4/20/22,rgenoud,R Version of GENetic Optimization Using Derivatives
4/20/22,rnpn,Interface to the National 'Phenology' Network 'API'
4/20/22,s2dverification,Set of Common Tools for Forecast Verification
4/19/22,ade4,Analysis of Ecological Data: Exploratory and Euclidean Methods in Environmental Sciences
4/19/22,bayesZIB,Bayesian Zero-Inflated Bernoulli Regression Model
4/19/22,BipartiteModularityMaximization,Partition Bipartite Network into Non-Overlapping Biclusters by Optimizing Bipartite Modularity
4/19/22,boxplotdbl,Double Box Plot for Two-Axes Correlation
4/19/22,diaplt,Beads Summary Plot of Ranges
4/19/22,elliplot,Ellipse Summary Plot of Quantiles
4/19/22,energy,E-Statistics: Multivariate Inference via the Energy of Data
4/19/22,FisPro,Fuzzy Inference System Design and Optimization
4/19/22,freqdom.fda,Functional Time Series: Dynamic Functional Principal Components
4/19/22,gdalUtilities,Wrappers for 'GDAL' Utilities Executables
4/19/22,glmx,Generalized Linear Models Extended
4/19/22,glogis,Fitting and Testing Generalized Logistic Distributions
4/19/22,GOxploreR,Structural Exploration of the Gene Ontology (GO) Knowledge Base
4/19/22,imola,CSS Layouts (Grid and Flexbox) Implementation for R/Shiny
4/19/22,Julia,Fractal Image Data Generator
4/19/22,matrixStats,Functions that Apply to Rows and Columns of Matrices (and to Vectors)
4/19/22,MDFS,MultiDimensional Feature Selection
4/19/22,mlmts,Machine Learning Algorithms for Multivariate Time Series
4/19/22,MSCquartets,Analyzing Gene Tree Quartets under the Multi-Species Coalescent
4/19/22,pagoda2,Single Cell Analysis and Differential Expression
4/19/22,predieval,Assessing Performance of Prediction Models for Predicting Patient-Level Treatment Benefit
4/19/22,RandomFieldsUtils,Utilities for the Simulation and Analysis of Random Fields and Genetic Data
4/19/22,rjags,Bayesian Graphical Models using MCMC
4/19/22,sams,Merge-Split Samplers for Conjugate Bayesian Nonparametric Models
4/19/22,scrypt,Key Derivation Functions for R Based on Scrypt
4/19/22,sglr,"Sequential Generalized Likelihood Ratio Decision Boundaries Proposed by Shih, Lai, Heyse and Chen (2010, <doi:10.1002/Sim.4036>)"
4/19/22,sp23design,Design and Simulation of Seamless Phase II-III Clinical Trials
4/19/22,SpatialExtremes,Modelling Spatial Extremes
4/19/22,stoppingrule,Create and Evaluate Stopping Rules
4/19/22,sudoku,Sudoku Puzzle Generator and Solver
4/19/22,survexp.fr,"Relative Survival, AER and SMR Based on French Death Rates"
4/19/22,unbalhaar,Function Estimation via Unbalanced Haar Wavelets
4/19/22,uuid,Tools for Generating and Handling of UUIDs
4/18/22,BurStFin,Burns Statistics Financial
4/18/22,cjar,R Client for 'Customer Journey Analytics' ('CJA') API
4/18/22,CorrMixed,"Estimate Correlations Between Repeatedly Measured Endpoints (E.g., Reliability) Based on Linear Mixed-Effects Models"
4/18/22,difNLR,DIF and DDF Detection by Non-Linear Regression Models
4/18/22,EnsemblePCReg,Extensible Package for Principal-Component-Regression-Based Heterogeneous Ensemble Meta-Learning
4/18/22,erer,Empirical Research in Economics with R
4/18/22,hakaiApi,Authenticated HTTP Request Client for the 'Hakai' API
4/18/22,iBST,Improper Bagging Survival Tree
4/18/22,MatrixCorrelation,Matrix Correlation Coefficients
